IBGE,IBGE6,CIDADE,ANO,BCG,PENTA,ROTA,MENINGOC,PNEUMO,POLIO,HEPB,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,AREA_TERRITORIAL,PIB_PERCAPTA,DENSIDADE_DEMOGRAFICA,POPULACAO,MACRORREGIAO,PARTIDO PREFEITOS,POSTOS,mae_s_instru,mae_inst_1_8_anos,mae_inst_8_11_anos,mae_inst_12m_anos,pop_urb(%)
4301057.0,430105.0,ARROIO DO SAL,2020,76.4705882352941,115.909090909091,117.045454545455,122.727272727273,119.318181818182,115.909090909091,115.909090909091,0.74,0.74,0.649,0.844,119.160,31987.59,92.79,11057,Metropolitana,MDB,3,,18,89,26,96.1
4301073.0,430107.0,ARROIO DO PADRE,2020,123.931623931624,125.490196078431,80.3921568627451,76.4705882352941,80.3921568627451,105.882352941176,125.490196078431,0.669,0.756,0.461,0.86,124.693,37149.25,20.84,2599,Sul,DEM,2,,,,,26.6
4301107.0,430110.0,ARROIO DOS RATOS,2020,57.6271186440678,126.923076923077,127.350427350427,127.350427350427,130.769230769231,118.376068376068,126.923076923077,0.698,0.7,0.583,0.833,425.791,27736.77,34.29,14601,Metropolitana,PDT,8,,38,115,30,91.6
4301206.0,430120.0,ARROIO DO TIGRE,2020,4.76190476190476,99.1525423728814,104.237288135593,109.322033898305,114.406779661017,95.7627118644068,99.1525423728814,0.707,0.708,0.589,0.848,315.132,39205.45,38.26,12058,Vales,PP,8,,22,78,23,51.4
4301305.0,430130.0,ARROIO GRANDE,2020,94.6745562130178,119.047619047619,157.142857142857,128.571428571429,157.142857142857,119.047619047619,119.047619047619,0.657,0.673,0.522,0.807,2508.557,54989.64,7.00,17558,Sul,PP,10,,32,105,30,88.0
4301404.0,430140.0,ARVOREZINHA,2020,92.5925925925926,77.5147928994083,98.8165680473373,97.0414201183432,96.4497041420118,98.2248520710059,77.5147928994083,0.694,0.713,0.575,0.817,269.310,39202.88,38.33,10322,Norte,PP,4,,25,68,33,66.8
4301503.0,430150.0,AUGUSTO PESTANA,2020,59.5454545454545,79.6296296296296,85.1851851851852,72.8395061728395,87.037037037037,74.6913580246914,79.6296296296296,0.743,0.779,0.621,0.847,348.219,49054,20.53,7149,Missioneira,MDB,3,,8,36,23,57.1
4301552.0,430155.0,ÁUREA,2020,108.771929824561,51.3636363636364,71.3636363636364,67.7272727272727,63.1818181818182,56.8181818181818,51.3636363636364,0.707,0.715,0.588,0.841,156.727,52342.65,21.67,3396,Norte,PP,3,,,,,52.1
4301602.0,430160.0,BAGÉ,2020,93.4210526315789,123.684210526316,114.035087719298,125.438596491228,117.543859649123,117.543859649123,123.684210526316,0.74,0.739,0.647,0.848,4090.360,37432.95,28.83,117938,Sul,PTB,35,,183,996,324,97.4
4301636.0,430163.0,BALNEÁRIO PINHAL,2020,165.217391304348,75.0,67.1052631578947,73.6842105263158,69.7368421052632,75.0,75.0,0.696,0.71,0.567,0.836,102.387,22276.77,146.06,14955,Metropolitana,PTB,6,,40,100,,99.1
4301651.0,430165.0,BARÃO,2020,94.4647201946472,191.304347826087,173.913043478261,169.565217391304,182.608695652174,156.521739130435,191.304347826087,0.748,0.767,0.652,0.836,122.567,71646.97,51.79,6461,Metropolitana,PP,5,,3,27,11,64.5
4301701.0,430170.0,BARÃO DE COTEGIPE,2020,104.575163398693,99.0875912408759,86.1313868613139,88.0170316301703,91.301703163017,89.963503649635,99.0875912408759,0.719,0.745,0.593,0.842,260.505,45460.37,27.42,7144,Norte,PP,6,,11,33,19,73.7
4301750.0,430175.0,BARÃO DO TRIUNFO,2020,64.7058823529412,96.7320261437908,90.1960784313726,98.0392156862745,109.150326797386,86.9281045751634,96.7320261437908,0.61,0.645,0.428,0.821,436.101,24188.7,13.50,5889,Metropolitana,MDB,1,,16,29,,14.1
4301800.0,430180.0,BARRACÃO,2020,104.838709677419,121.56862745098,105.882352941176,121.56862745098,105.882352941176,115.686274509804,121.56862745098,0.71,0.711,0.568,0.885,515.469,62102,9.37,4831,Norte,MDB,2,,3,22,,64.0
4301859.0,430185.0,BARRA DO GUARITA,2020,58.9041095890411,137.096774193548,108.064516129032,111.290322580645,109.677419354839,114.516129032258,137.096774193548,0.734,0.696,0.672,0.845,62.801,19953.25,50.33,3161,Norte,PT,2,,,26,,63.6
4301875.0,430187.0,BARRA DO QUARAÍ,2020,97.8260869565217,63.013698630137,69.8630136986301,67.1232876712329,71.2328767123288,60.2739726027397,63.013698630137,0.662,0.659,0.548,0.802,1055.937,78422.54,4.02,4241,Centro-Oeste,PDT,3,,7,24,,75.1
4301909.0,430190.0,BARRA DO RIBEIRO,2020,111.538461538462,115.217391304348,110.869565217391,102.173913043478,97.8260869565217,100.0,115.217391304348,0.67,0.691,0.529,0.822,729.316,47529.99,16.76,12225,Metropolitana,MDB,4,,28,74,21,76.7
4301925.0,430192.0,BARRA DO RIO AZUL,2020,41.5094339622642,109.615384615385,78.8461538461538,105.769230769231,92.3076923076923,96.1538461538462,109.615384615385,0.723,0.703,0.638,0.842,146.995,46327.23,11.54,1696,Norte,PTB,2,,,7,,27.4
4301958.0,430195.0,BARRA FUNDA,2020,61.3496932515337,16.9811320754717,18.8679245283019,13.2075471698113,24.5283018867925,16.9811320754717,16.9811320754717,0.763,0.731,0.71,0.856,60.437,67006.24,41.33,2498,Norte,PP,3,,,16,,72.1
4302006.0,430200.0,BARROS CASSAL,2020,76.9230769230769,94.478527607362,95.7055214723926,92.638036809816,98.159509202454,89.5705521472393,94.478527607362,0.65,0.69,0.5,0.795,647.994,29526.03,14.35,9296,Norte,PSB,5,,35,59,20,44.3
4302055.0,430205.0,BENJAMIN CONSTANT DO SUL,2020,52.7777777777778,123.076923076923,115.384615384615,107.692307692308,115.384615384615,123.076923076923,123.076923076923,0.619,0.601,0.492,0.801,132.351,24008.87,15.73,2082,Norte,CIDADANIA,3,,15,,,22.6
4302105.0,430210.0,BENTO GONÇALVES,2020,89.4230769230769,108.333333333333,86.1111111111111,102.777777777778,94.4444444444444,94.4444444444444,108.333333333333,0.778,0.805,0.695,0.842,272.287,73589.32,452.28,123151,Serra,PSDB,34,,152,836,513,95.1
4302154.0,430215.0,BOA VISTA DAS MISSÕES,2020,75.0,126.923076923077,130.769230769231,125.961538461538,129.807692307692,121.153846153846,126.923076923077,0.676,0.666,0.561,0.825,196.064,89601.64,9.86,1933,Norte,PDT,2,,2,12,,62.5
4302204.0,430220.0,BOA VISTA DO BURICÁ,2020,55.2887735236859,75.0,70.0,70.0,72.5,80.0,75.0,0.762,0.761,0.697,0.834,109.541,50904.66,63.59,6966,Missioneira,MDB,4,,2,63,24,70.8
4302220.0,430222.0,BOA VISTA DO CADEADO,2020,125.0,94.5489941596366,89.6171317326411,90.0713822193381,90.460739779364,90.720311486048,94.5489941596366,0.703,0.692,0.59,0.851,701.221,121126.48,3.18,2229,Missioneira,PSL,3,,,,,28.4
4302238.0,430223.0,BOA VISTA DO INCRA,2020,156.32183908046,125.0,125.0,130.0,135.0,125.0,125.0,0.731,0.703,0.641,0.867,504.114,86745.26,4.50,2271,Missioneira,PP,2,,,,,41.4
4302253.0,430225.0,BOA VISTA DO SUL,2020,8.33333333333333,117.241379310345,108.045977011494,119.540229885057,112.64367816092,112.64367816092,117.241379310345,0.728,0.77,0.587,0.852,93.108,48546.88,29.44,2779,Serra,PSDB,,,1,17,,16.7
4302303.0,430230.0,BOM JESUS,2020,60.8695652173913,66.6666666666667,70.8333333333333,70.8333333333333,70.8333333333333,58.3333333333333,66.6666666666667,0.666,0.697,0.51,0.832,2622.837,52972.91,4.27,11202,Serra,MDB,5,,39,102,23,78.9
4302352.0,430235.0,BOM PRINCÍPIO,2020,207.142857142857,91.304347826087,80.4347826086957,89.1304347826087,80.4347826086957,82.6086956521739,91.304347826087,0.746,0.751,0.661,0.836,90.023,72364.87,148.23,13142,Serra,PSDB,6,,17,82,50,83.8
4302378.0,430237.0,BOM PROGRESSO,2020,58.1818181818182,142.857142857143,185.714285714286,178.571428571429,192.857142857143,157.142857142857,142.857142857143,0.723,0.7,0.643,0.84,89.206,35111.31,23.50,2096,Norte,PP,3,,,30,,59.8
4302402.0,430240.0,BOM RETIRO DO SUL,2020,102.958579881657,96.3636363636364,110.30303030303,109.69696969697,116.363636363636,95.1515151515152,96.3636363636364,0.739,0.725,0.649,0.857,102.540,41461.26,119.89,12294,Vales,PL,4,,24,107,28,80.4
4302451.0,430245.0,BOQUEIRÃO DO LEÃO,2020,92.3076923076923,92.8994082840237,108.284023668639,104.733727810651,111.834319526627,110.059171597633,92.8994082840237,0.7,0.725,0.562,0.843,257.789,31882.12,23.49,6247,Vales,PL,3,,25,36,,26.7
4302501.0,430250.0,BOSSOROCA,2020,136.912751677852,79.4871794871795,92.3076923076923,69.2307692307692,92.3076923076923,71.7948717948718,79.4871794871795,0.692,0.665,0.608,0.821,1610.056,42538.23,3.66,5890,Missioneira,PP,6,,5,42,15,58.3
4302584.0,430258.0,BOZANO,2020,137.5,118.120805369128,119.463087248322,128.187919463087,139.597315436242,114.765100671141,118.120805369128,0.745,0.773,0.628,0.853,200.497,55520.54,10.73,2151,Missioneira,PDT,2,,,,,37.1
4302600.0,430260.0,BRAGA,2020,111.111111111111,82.8125,123.4375,128.125,126.5625,131.25,82.8125,0.674,0.656,0.563,0.83,132.044,33487.97,24.75,3268,Norte,MDB,5,,4,28,8,70.4
4302659.0,430265.0,BROCHIER,2020,118.181818181818,140.740740740741,109.259259259259,112.962962962963,112.962962962963,129.62962962963,140.740740740741,0.699,0.723,0.554,0.851,105.353,26634.21,47.14,4966,Metropolitana,PP,3,,4,,,49.7
4302709.0,430270.0,BUTIÁ,2020,78.2608695652174,159.090909090909,140.909090909091,145.454545454545,140.909090909091,159.090909090909,159.090909090909,0.689,0.691,0.558,0.848,752.187,29714.98,25.37,19084,Metropolitana,PT,10,,45,126,30,96.4
4302808.0,430280.0,CAÇAPAVA DO SUL,2020,20.0,91.304347826087,95.6521739130435,95.6521739130435,95.6521739130435,86.9565217391304,91.304347826087,0.704,0.699,0.585,0.855,3048.147,36161.85,10.67,32515,Vales,PDT,12,,57,261,56,77.5
4302907.0,430290.0,CACEQUI,2020,78.6008230452675,50.0,62.0,60.0,64.0,54.0,50.0,0.7,0.68,0.626,0.807,2373.507,50804.25,4.70,11157,Centro-Oeste,MDB,12,,31,70,13,80.3
4303004.0,430300.0,CACHOEIRA DO SUL,2020,123.224043715847,96.2962962962963,87.2427983539095,93.8271604938272,92.5925925925926,92.5925925925926,96.2962962962963,0.742,0.739,0.648,0.854,3736.064,42103.62,21.43,80070,Vales,PP,25,,145,680,213,86.4
4303103.0,430310.0,CACHOEIRINHA,2020,34.6938775510204,135.245901639344,112.021857923497,122.950819672131,114.754098360656,123.770491803279,135.245901639344,0.757,0.749,0.675,0.857,43.760,57110.95,3112.48,136258,Metropolitana,PSL,26,,167,1188,408,100.0
4303202.0,430320.0,CACIQUE DOBLE,2020,151.253761283852,119.387755102041,103.061224489796,106.122448979592,109.183673469388,109.183673469388,119.387755102041,0.662,0.677,0.528,0.81,203.582,33461.31,22.56,4603,Norte,PDT,3,,10,30,10,37.2
4303301.0,430330.0,CAIBATÉ,2020,90.5491024287223,126.980942828485,130.49147442327,132.798395185557,134.002006018054,128.284854563691,126.980942828485,0.719,0.709,0.611,0.857,261.280,38352.88,18.00,4704,Missioneira,PP,5,,6,19,13,65.9
4303400.0,430340.0,CAIÇARA,2020,108.510638297872,81.3621964097149,84.0021119324182,83.5269271383316,86.8004223864836,80.5174234424498,81.3621964097149,0.699,0.721,0.58,0.817,189.071,33063.37,25.57,4836,Norte,PDT,5,,10,23,18,44.0
4303509.0,430350.0,CAMAQUÃ,2020,53.7313432835821,146.808510638298,136.170212765957,148.936170212766,142.553191489362,146.808510638298,146.808510638298,0.697,0.715,0.578,0.819,1679.242,50718.28,37.02,62200,Metropolitana,PSDB,10,8,133,508,177,81.3
4303558.0,430355.0,CAMARGO,2020,105.555555555556,97.0149253731343,82.089552238806,80.5970149253731,83.5820895522388,86.5671641791045,97.0149253731343,0.736,0.762,0.612,0.854,138.069,205446,21.59,2981,Norte,MDB,2,,,19,,61.7
4303608.0,430360.0,CAMBARÁ DO SUL,2020,99.4910941475827,98.1481481481482,88.8888888888889,100.0,90.7407407407407,88.8888888888889,98.1481481481482,0.697,0.705,0.574,0.838,1181.811,43284.42,5.38,6361,Metropolitana,MDB,4,,10,45,14,72.9
4303673.0,430367.0,CAMPESTRE DA SERRA,2020,74.2857142857143,68.5750636132315,96.0559796437659,98.8549618320611,102.035623409669,86.1323155216285,68.5750636132315,0.706,0.713,0.557,0.886,538.487,73041.98,6.02,3242,Serra,PP,2,,4,13,,41.9
4303707.0,430370.0,CAMPINA DAS MISSÕES,2020,93.3333333333333,122.857142857143,120.0,122.857142857143,122.857142857143,125.714285714286,122.857142857143,0.738,0.698,0.677,0.849,224.792,34643.22,26.17,5882,Missioneira,PSL,3,,,50,15,45.1
4303806.0,430380.0,CAMPINAS DO SUL,2020,108.0,164.444444444444,142.222222222222,131.111111111111,146.666666666667,148.888888888889,164.444444444444,0.76,0.753,0.691,0.842,276.162,55805.19,19.13,5284,Norte,PTB,3,,,33,,81.6
4303905.0,430390.0,CAMPO BOM,2020,155.102040816327,132.0,132.0,132.0,132.0,120.0,132.0,0.745,0.755,0.643,0.852,60.562,72015.35,1038.08,62886,Metropolitana,PDT,24,,55,510,262,96.2
4304002.0,430400.0,CAMPO NOVO,2020,120.754716981132,108.163265306122,120.408163265306,124.489795918367,120.408163265306,112.244897959184,108.163265306122,0.703,0.677,0.593,0.866,220.719,57749.2,22.54,4975,Missioneira,PSB,3,,12,51,7,80.5
4304101.0,430410.0,CAMPOS BORGES,2020,88.1637168141593,128.301886792453,116.981132075472,107.547169811321,113.207547169811,122.641509433962,128.301886792453,0.708,0.704,0.616,0.819,226.202,29067.3,15.97,3613,Norte,MDB,3,,,22,14,61.2
4304200.0,430420.0,CANDELÁRIA,2020,82.3529411764706,88.0530973451327,87.9424778761062,87.0575221238938,89.0486725663717,83.2964601769911,88.0530973451327,0.674,0.699,0.521,0.842,944.735,42713.51,30.60,28906,Vales,PSB,20,,61,202,58,56.5
4304309.0,430430.0,CÂNDIDO GODÓI,2020,28.0701754385965,90.5882352941177,92.9411764705882,92.9411764705882,91.7647058823529,94.1176470588235,90.5882352941177,0.728,0.72,0.627,0.853,247.047,59583.99,25.48,6294,Missioneira,MDB,4,,,35,15,35.7
4304358.0,430435.0,CANDIOTA,2020,91.6149068322981,54.3859649122807,56.140350877193,33.3333333333333,56.140350877193,43.859649122807,54.3859649122807,0.698,0.704,0.562,0.86,933.628,158672.67,11.47,10710,Sul,MDB,8,,19,81,22,77.9
4304408.0,430440.0,CANELA,2020,88.7096774193548,107.453416149068,88.5093167701863,101.552795031056,95.3416149068323,93.4782608695652,107.453416149068,0.748,0.738,0.667,0.849,253.002,40038.38,193.46,48946,Serra,MDB,11,,90,487,125,96.9
4304507.0,430450.0,CANGUÇU,2020,11.6788321167883,122.58064516129,101.612903225806,108.064516129032,101.612903225806,108.064516129032,122.58064516129,0.65,0.683,0.491,0.819,3526.316,36745.73,14.09,49680,Sul,MDB,21,,108,346,94,41.9
4304606.0,430460.0,CANOAS,2020,123.302469135802,64.2335766423358,74.4525547445255,76.6423357664234,72.992700729927,63.5036496350365,64.2335766423358,0.75,0.768,0.636,0.864,130.774,83895.04,2658.15,347657,Metropolitana,PSD,116,3,661,2581,1189,100.0
4304614.0,430461.0,CANUDOS DO VALE,2020,15.8974358974359,100.154320987654,100.308641975309,102.006172839506,103.858024691358,106.018518518519,100.154320987654,0.713,0.751,0.574,0.84,82.943,40430.4,19.97,1656,Vales,MDB,2,,,,,26.2
4304622.0,430462.0,CAPÃO BONITO DO SUL,2020,81.6269284712482,95.2136752136752,92.6495726495726,89.2307692307692,93.3333333333333,91.6239316239316,95.2136752136752,0.637,0.654,0.507,0.779,526.850,128719.49,3.29,1733,Norte,PDT,3,,,,,23.7
4304630.0,430463.0,CAPÃO DA CANOA,2020,54.5454545454545,90.9236625926668,92.506511721098,93.708675616109,98.1166098978161,90.8034462031657,90.9236625926668,0.743,0.756,0.637,0.852,98.383,40698.19,646.39,63594,Metropolitana,PTB,10,,108,613,201,98.9
4304655.0,430465.0,CAPÃO DO CIPÓ,2020,127.777777777778,109.090909090909,81.8181818181818,81.8181818181818,90.9090909090909,109.090909090909,109.090909090909,0.672,0.639,0.552,0.86,1007.796,70575.7,3.09,3119,Centro-Oeste,PP,4,,,,,31.4
4304663.0,430466.0,CAPÃO DO LEÃO,2020,70.7262569832402,66.6666666666667,94.4444444444444,83.3333333333333,88.8888888888889,55.5555555555556,66.6666666666667,0.637,0.662,0.48,0.814,783.196,32243.04,33.82,26487,Sul,PP,8,,37,260,32,94.1
4304671.0,430467.0,CAPIVARI DO SUL,2020,117.857142857143,54.1899441340782,55.6424581005587,59.3296089385475,57.7653631284916,56.7597765363128,54.1899441340782,0.766,0.805,0.668,0.836,412.889,100076.38,9.67,3991,Metropolitana,PDT,2,,3,29,,87.3
4304689.0,430468.0,CAPELA DE SANTANA,2020,20.0,117.857142857143,128.571428571429,110.714285714286,128.571428571429,117.857142857143,117.857142857143,0.661,0.675,0.525,0.816,182.756,28313.22,61.06,11159,Metropolitana,PP,8,,29,86,27,69.7
4304697.0,430469.0,CAPITÃO,2020,55.7692307692308,56.0526315789474,45.2631578947368,55.7894736842105,54.2105263157895,54.4736842105263,56.0526315789474,0.746,0.747,0.661,0.842,73.967,30321.42,39.49,2921,Vales,PSDB,1,,7,13,,44.9
4304705.0,430470.0,CARAZINHO,2020,98.4251968503937,105.769230769231,88.4615384615385,101.923076923077,96.1538461538462,103.846153846154,105.769230769231,0.766,0.756,0.707,0.84,666.694,60594.24,92.70,61804,Norte,MDB,28,,14,528,242,97.7
4304713.0,430471.0,CARAÁ,2020,96.4285714285714,87.4015748031496,85.0393700787402,94.488188976378,90.5511811023622,92.9133858267717,87.4015748031496,0.652,0.661,0.505,0.83,294.606,21392.26,25.10,7394,Metropolitana,PSDB,3,,9,41,,27.8
4304804.0,430480.0,CARLOS BARBOSA,2020,122.180916976456,171.428571428571,132.142857142857,121.428571428571,132.142857142857,132.142857142857,171.428571428571,0.796,0.835,0.724,0.835,230.061,125413.55,132.23,30420,Serra,PP,3,,17,184,128,80.4
4304853.0,430485.0,CARLOS GOMES,2020,112.962962962963,107.187112763321,97.7695167286245,103.097893432466,99.7521685254027,99.5043370508054,107.187112763321,0.739,0.732,0.622,0.886,83.196,45281.03,16.45,1368,Norte,PT,2,,,5,,31.6
4304903.0,430490.0,CASCA,2020,49.8338870431894,118.518518518519,122.222222222222,129.62962962963,125.925925925926,116.666666666667,118.518518518519,0.785,0.778,0.733,0.847,272.041,92546.14,34.79,9465,Norte,MDB,2,,,44,32,68.9
4304952.0,430495.0,CASEIROS,2020,85.7142857142857,67.4418604651163,47.8405315614618,48.1727574750831,48.1727574750831,53.156146179402,67.4418604651163,0.703,0.696,0.6,0.833,235.649,59052.73,12.72,3000,Norte,MDB,1,,1,22,,52.8
4305009.0,430500.0,CATUÍPE,2020,59.8290598290598,64.2857142857143,121.428571428571,92.8571428571429,121.428571428571,57.1428571428571,64.2857142857143,0.739,0.763,0.627,0.842,583.180,49000,14.87,8674,Missioneira,PDT,9,,11,61,27,70.5
4305108.0,430510.0,CAXIAS DO SUL,2020,86.4864864864865,70.0854700854701,70.0854700854701,76.9230769230769,73.5042735042735,68.3760683760684,70.0854700854701,0.782,0.812,0.686,0.86,1652.320,81683.97,280.52,463501,Serra,PSDB,127,1,355,3312,1909,96.5
4305116.0,430511.0,CENTENÁRIO,2020,123.809523809524,91.8918918918919,102.702702702703,86.4864864864865,102.702702702703,86.4864864864865,91.8918918918919,0.701,0.707,0.569,0.856,134.780,45215.19,20.27,2721,Norte,PL,2,,,16,,43.7
4305124.0,430512.0,CERRITO,2020,103.716389792773,132.142857142857,129.761904761905,120.238095238095,132.142857142857,133.333333333333,132.142857142857,0.649,0.657,0.504,0.824,451.699,22583.64,12.86,5808,Sul,PP,4,,7,25,,62.0
4305132.0,430513.0,CERRO BRANCO,2020,108.333333333333,109.933207741052,97.6537078266826,103.870525774961,100.239767083405,102.997088542559,109.933207741052,0.661,0.671,0.527,0.816,158.025,27411.89,24.06,3802,Vales,PDT,3,,11,12,3,31.1
4305157.0,430515.0,CERRO GRANDE,2020,52.0,125.0,108.333333333333,112.5,108.333333333333,125.0,125.0,0.674,0.676,0.563,0.803,73.438,26035.36,32.39,2379,Norte,PP,3,,2,23,,48.7
4305173.0,430517.0,CERRO GRANDE DO SUL,2020,83.7209302325581,102.0,122.0,90.0,108.0,96.0,102.0,0.66,0.673,0.499,0.855,324.908,27361.09,28.25,9178,Metropolitana,PSL,5,,16,68,18,30.6
4305207.0,430520.0,CERRO LARGO,2020,96.969696969697,81.3953488372093,74.4186046511628,67.4418604651163,76.7441860465116,76.7441860465116,81.3953488372093,0.764,0.752,0.698,0.849,176.742,58884.12,77.59,13705,Missioneira,MDB,8,,8,68,60,81.8
4305306.0,430530.0,CHAPADA,2020,76.3779527559055,112.121212121212,93.9393939393939,84.8484848484848,96.969696969697,81.8181818181818,112.121212121212,0.757,0.752,0.679,0.849,684.247,63213.09,13.94,9540,Norte,PP,8,,8,58,30,67.2
4305355.0,430535.0,CHARQUEADAS,2020,90.6666666666667,107.086614173228,87.4015748031496,103.149606299213,95.2755905511811,102.362204724409,107.086614173228,0.747,0.726,0.659,0.87,217.362,53050.97,161.08,35012,Metropolitana,REPUBLICANOS,29,,35,175,90,97.2
4305371.0,430537.0,CHARRUA,2020,152.941176470588,99.3333333333333,82.6666666666667,77.3333333333333,82.6666666666667,74.0,99.3333333333333,0.62,0.699,0.385,0.885,198.748,45392.81,13.93,2768,Norte,PP,2,,12,11,,23.1
4305405.0,430540.0,CHIAPETTA,2020,72.7520435967302,182.352941176471,141.176470588235,154.411764705882,145.588235294118,142.647058823529,182.352941176471,0.732,0.702,0.657,0.85,397.179,67903.94,9.85,3913,Missioneira,PP,4,,5,20,9,72.3
4305439.0,430543.0,CHUÍ,2020,31.0344827586207,92.3705722070845,87.7384196185286,90.7356948228883,91.5531335149864,82.83378746594,92.3705722070845,0.706,0.676,0.658,0.792,202.387,83417.38,30.94,6262,Sul,DEM,1,,3,24,,97.2
4305447.0,430544.0,CHUVISCA,2020,27.1186440677966,48.2758620689655,41.3793103448276,34.4827586206897,41.3793103448276,44.8275862068966,48.2758620689655,0.616,0.655,0.437,0.818,220.471,35548.18,20.85,4597,Metropolitana,PSB,,,14,33,,7.3
4305454.0,430545.0,CIDREIRA,2020,40.4761904761905,69.4915254237288,49.1525423728814,64.406779661017,57.6271186440678,69.4915254237288,69.4915254237288,0.729,0.73,0.625,0.848,243.419,23836.71,70.13,17071,Metropolitana,PP,8,,66,114,23,97.9
4305504.0,430550.0,CIRÍACO,2020,112.244897959184,126.190476190476,107.142857142857,116.666666666667,123.809523809524,116.666666666667,126.190476190476,0.719,0.724,0.6,0.855,274.350,56256.81,15.12,4149,Norte,PT,3,,,32,,61.5
4305587.0,430558.0,COLINAS,2020,92.0398009950249,106.122448979592,126.530612244898,130.612244897959,118.367346938776,102.040816326531,106.122448979592,0.765,0.786,0.678,0.84,60.732,37308.24,39.90,2423,Vales,PP,2,,,20,,45.1
4305603.0,430560.0,COLORADO,2020,46.6666666666667,51.2437810945274,69.1542288557214,73.6318407960199,64.1791044776119,65.1741293532338,51.2437810945274,0.758,0.775,0.674,0.835,286.295,61073.45,11.38,3258,Missioneira,PDT,5,,,8,,59.9
4305702.0,430570.0,CONDOR,2020,80.0,100.0,104.444444444444,111.111111111111,113.333333333333,93.3333333333333,100.0,0.747,0.735,0.666,0.852,463.568,73461.12,13.82,6406,Missioneira,PP,5,,,65,28,71.9
