IBGE,IBGE6,CIDADE,ANO,BCG,PENTA,ROTA,MENINGOC,PNEUMO,POLIO,HEPB,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,AREA_TERRITORIAL,PIB_PERCAPTA,DENSIDADE_DEMOGRAFICA,POPULACAO,MACRORREGIAO,PARTIDO PREFEITOS,POSTOS,mae_s_instru,mae_inst_1_8_anos,mae_inst_8_11_anos,mae_inst_12m_anos,pop_urb(%)
4319364.0,431936.0,SÃO PEDRO DAS MISSÕES,2019,83.0508474576271,62.2222222222222,76.6666666666667,73.3333333333333,74.4444444444444,65.5555555555556,62.2222222222222,0.664,0.644,0.566,0.804,79.894,41497.43,21.99,1757,Norte,,2,,,,,31.8
4319372.0,431937.0,SÃO PEDRO DO BUTIÁ,2019,100.0,50.8474576271186,89.8305084745763,88.135593220339,91.5254237288136,84.7457627118644,50.8474576271186,0.763,0.76,0.694,0.843,107.394,45434.93,28.54,3070,Missioneira,,2,,,19,,51.4
4319406.0,431940.0,SÃO PEDRO DO SUL,2019,85.7142857142857,113.333333333333,108.888888888889,113.333333333333,111.111111111111,115.555555555556,113.333333333333,0.709,0.698,0.619,0.824,873.394,32471.16,17.84,15577,Centro-Oeste,,6,,30,107,43,75.5
4319505.0,431950.0,SÃO SEBASTIÃO DO CAÍ,2019,72.0,97.6190476190476,76.1904761904762,88.0952380952381,76.1904761904762,100.0,97.6190476190476,0.739,0.734,0.646,0.852,113.097,45995.08,213.73,24428,Metropolitana,,6,,50,177,66,85.4
4319604.0,431960.0,SÃO SEPÉ,2019,109.677419354839,68.0,64.0,80.0,80.0,76.0,68.0,0.708,0.708,0.576,0.871,2204.779,49932.09,9.62,21219,Centro-Oeste,,5,,40,170,37,83.1
4319703.0,431970.0,SÃO VALENTIM,2019,72.5490196078431,80.6451612903226,109.677419354839,103.225806451613,109.677419354839,103.225806451613,80.6451612903226,0.72,0.745,0.612,0.82,154.450,38259.16,21.13,3264,Norte,,3,,,19,,57.7
4319711.0,431971.0,SÃO VALENTIM DO SUL,2019,90.4290429042904,82.3529411764706,87.5816993464052,95.4248366013072,90.8496732026144,90.1960784313726,82.3529411764706,0.764,0.776,0.677,0.848,91.898,38448.9,24.02,2207,Vales,,1,,,5,,43.8
4319737.0,431973.0,SÃO VALÉRIO DO SUL,2019,59.0733590733591,86.4686468646865,92.7392739273927,98.019801980198,96.039603960396,90.0990099009901,86.4686468646865,0.642,0.674,0.48,0.816,107.402,26677.39,23.68,2543,Missioneira,,2,,18,14,,20.4
4319752.0,431975.0,SÃO VENDELINO,2019,83.8709677419355,71.8146718146718,91.5057915057915,91.5057915057915,69.8841698841699,91.5057915057915,71.8146718146718,0.754,0.743,0.677,0.852,31.899,46784.09,70.49,2251,Serra,,1,,,,,67.1
4319802.0,431980.0,SÃO VICENTE DO SUL,2019,188.888888888889,77.4193548387097,109.677419354839,132.258064516129,112.903225806452,96.7741935483871,77.4193548387097,0.685,0.698,0.553,0.831,1174.225,58032.06,6.89,8097,Centro-Oeste,,4,,13,46,18,73.0
4319901.0,431990.0,SAPIRANGA,2019,89.1891891891892,144.444444444444,144.444444444444,211.111111111111,177.777777777778,155.555555555556,144.444444444444,0.711,0.722,0.598,0.832,137.759,61786.88,554.31,75648,Metropolitana,,7,,148,806,220,96.5
4320008.0,432000.0,SAPUCAIA DO SUL,2019,119.047619047619,86.4864864864865,86.4864864864865,110.810810810811,91.8918918918919,83.7837837837838,86.4864864864865,0.726,0.726,0.624,0.844,58.247,35799.83,2268.05,132107,Metropolitana,,23,,229,1024,295,99.7
4320107.0,432010.0,SARANDI,2019,42.3913043478261,76.1904761904762,95.2380952380952,85.7142857142857,85.7142857142857,90.4761904761905,76.1904761904762,0.777,0.776,0.705,0.858,351.718,62476.94,64.97,22851,Norte,,4,,33,197,92,91.1
4320206.0,432020.0,SEBERI,2019,34.7245409015025,70.6521739130435,73.9130434782609,90.2173913043478,83.695652173913,84.7826086956522,70.6521739130435,0.723,0.706,0.62,0.865,301.032,69246.5,39.72,11950,Norte,,6,,19,119,45,59.1
4320230.0,432023.0,SEDE NOVA,2019,67.3854447439353,55.5091819699499,67.3622704507513,74.457429048414,72.0367278797997,67.6126878130217,55.5091819699499,0.712,0.751,0.543,0.886,119.312,45338.29,22.66,2704,Missioneira,,1,,,22,,57.9
4320263.0,432026.0,SEGREDO,2019,92.8125,62.6954177897574,80.6469002695418,83.6657681940701,83.3962264150943,78.0592991913747,62.6954177897574,0.659,0.673,0.525,0.811,245.170,30235.64,24.51,6009,Vales,,3,,19,48,,31.6
4320305.0,432030.0,SELBACH,2019,97.7011494252874,69.6875,100.0,95.3125,99.375,83.75,69.6875,0.777,0.785,0.71,0.841,176.470,56160.1,28.94,5107,Missioneira,,3,,5,26,13,76.3
4320321.0,432032.0,SENADOR SALGADO FILHO,2019,103.125,72.9885057471264,95.9770114942529,92.5287356321839,101.149425287356,90.8045977011494,72.9885057471264,0.693,0.701,0.581,0.817,147.097,34939.55,18.18,2673,Missioneira,,2,,,24,,39.3
4320354.0,432035.0,SENTINELA DO SUL,2019,107.8125,118.75,134.375,125.0,134.375,121.875,118.75,0.671,0.671,0.545,0.826,282.130,33904.52,18.81,5306,Metropolitana,,1,,11,25,,26.0
4320404.0,432040.0,SERAFINA CORRÊA,2019,90.1960784313726,115.625,115.625,114.0625,115.625,117.1875,115.625,0.76,0.755,0.69,0.843,163.310,58281.73,103.86,16961,Norte,,5,,24,124,54,88.8
4320453.0,432045.0,SÉRIO,2019,63.6363636363636,84.3137254901961,82.3529411764706,86.2745098039216,84.3137254901961,90.1960784313726,84.3137254901961,0.652,0.695,0.471,0.847,105.428,36233.21,19.78,1941,Vales,,1,,5,,,32.4
4320503.0,432050.0,SERTÃO,2019,82.6923076923077,87.8787878787879,78.7878787878788,81.8181818181818,78.7878787878788,87.8787878787879,87.8787878787879,0.751,0.746,0.678,0.837,440.631,70296.69,12.58,5541,Norte,,2,,4,37,20,59.4
4320552.0,432055.0,SERTÃO SANTANA,2019,90.5940594059406,78.8461538461538,67.3076923076923,96.1538461538462,84.6153846153846,80.7692307692308,78.8461538461538,0.689,0.737,0.534,0.832,252.013,58770.38,23.26,5863,Metropolitana,,1,,8,30,8,26.1
4320578.0,432057.0,SETE DE SETEMBRO,2019,50.0,64.8514851485149,82.6732673267327,78.7128712871287,81.6831683168317,69.3069306930693,64.8514851485149,0.683,0.682,0.577,0.81,131.660,42178.05,14.16,1830,Missioneira,,1,,4,13,,31.1
4320602.0,432060.0,SEVERIANO DE ALMEIDA,2019,98.3333333333333,37.5,45.8333333333333,45.8333333333333,45.8333333333333,41.6666666666667,37.5,0.752,0.738,0.67,0.861,167.598,41812.24,20.32,3406,Norte,,1,,,25,,46.4
4320651.0,432065.0,SILVEIRA MARTINS,2019,61.8421052631579,83.3333333333333,111.666666666667,100.0,113.333333333333,103.333333333333,83.3333333333333,0.742,0.744,0.644,0.852,119.285,35603.6,17.00,2028,Centro-Oeste,,1,,,6,,48.2
4320677.0,432067.0,SINIMBU,2019,105.882352941176,73.6842105263158,85.5263157894737,105.263157894737,88.1578947368421,97.3684210526316,73.6842105263158,0.631,0.697,0.456,0.792,509.778,29013.34,16.81,8578,Vales,,5,,24,38,,15.6
4320701.0,432070.0,SOBRADINHO,2019,123.076923076923,47.0588235294118,100.0,82.3529411764706,100.0,76.4705882352941,47.0588235294118,0.743,0.735,0.647,0.861,128.823,36780.55,110.43,14226,Vales,,5,,49,109,56,82.6
4320800.0,432080.0,SOLEDADE,2019,13.6363636363636,76.9230769230769,111.538461538462,115.384615384615,111.538461538462,100.0,76.9230769230769,0.731,0.727,0.625,0.861,1215.056,43774.55,24.68,29991,Norte,,7,,62,213,72,87.2
4320859.0,432085.0,TABAÍ,2019,104.166666666667,113.636363636364,77.2727272727273,86.3636363636364,72.7272727272727,104.545454545455,113.636363636364,0.701,0.694,0.595,0.834,94.754,39510.08,47.08,4461,Metropolitana,,3,,10,31,,34.9
4320909.0,432090.0,TAPEJARA,2019,98.9417989417989,84.7222222222222,106.944444444444,105.555555555556,111.111111111111,94.4444444444444,84.7222222222222,0.76,0.763,0.688,0.837,238.082,76169.6,103.15,24557,Norte,,5,,39,182,125,92.4
4321006.0,432100.0,TAPERA,2019,93.0666666666667,74.0740740740741,102.116402116402,92.5925925925926,103.174603174603,87.8306878306878,74.0740740740741,0.747,0.743,0.672,0.835,179.935,55150.03,58.87,10592,Norte,,4,,12,65,36,86.9
4321105.0,432110.0,TAPES,2019,66.2337662337662,73.3333333333333,92.0,96.5333333333333,92.8,89.3333333333333,73.3333333333333,0.695,0.699,0.556,0.862,805.452,43150.07,18.24,14695,Metropolitana,,5,,34,80,29,91.7
4321204.0,432120.0,TAQUARA,2019,102.8125,64.9350649350649,77.9220779220779,80.5194805194805,80.5194805194805,72.7272727272727,64.9350649350649,0.727,0.754,0.579,0.88,450.195,34105.46,117.64,53242,Metropolitana,,12,,101,379,156,82.4
4321303.0,432130.0,TAQUARI,2019,91.5384615384615,92.8125,103.75,104.375,111.875,98.75,92.8125,0.733,0.737,0.629,0.849,349.967,44596.6,72.00,25198,Vales,,5,,30,146,55,87.3
4321329.0,432132.0,TAQUARUÇU DO SUL,2019,70.1492537313433,49.2307692307692,64.6153846153846,65.3846153846154,68.4615384615385,56.1538461538462,49.2307692307692,0.739,0.768,0.633,0.83,76.917,60383.86,40.55,3119,Norte,,2,,6,23,,49.0
4321352.0,432135.0,TAVARES,2019,81.981981981982,50.7462686567164,63.681592039801,74.1293532338308,68.6567164179104,60.6965174129353,50.7462686567164,0.656,0.692,0.492,0.828,610.107,26079.1,8.54,5212,Metropolitana,,1,,11,28,,68.2
4321402.0,432140.0,TENENTE PORTELA,2019,73.6462093862816,71.9219219219219,81.5315315315315,93.0930930930931,91.8918918918919,81.0810810810811,71.9219219219219,0.708,0.709,0.603,0.83,337.495,42416.61,42.95,14497,Norte,,5,,27,129,51,67.7
4321436.0,432143.0,TERRA DE AREIA,2019,102.631578947368,72.5631768953069,85.9205776173285,101.4440433213,96.3898916967509,94.9458483754513,72.5631768953069,0.689,0.699,0.565,0.829,142.304,33149.81,72.62,10334,Metropolitana,,3,,34,79,17,83.6
4321451.0,432145.0,TEUTÔNIA,2019,106.122448979592,84.2105263157895,100.0,100.0,97.3684210526316,84.2105263157895,84.2105263157895,0.747,0.751,0.65,0.855,175.874,61083.35,184.47,32797,Vales,,4,,40,253,122,89.9
4321469.0,432146.0,TIO HUGO,2019,92.0930232558139,93.8775510204082,134.69387755102,132.65306122449,124.489795918367,112.244897959184,93.8775510204082,0.742,0.709,0.682,0.845,113.944,53124.85,28.67,3267,Norte,,1,,,,,55.1
4321477.0,432147.0,TIRADENTES DO SUL,2019,111.666666666667,63.7209302325581,93.0232558139535,96.7441860465116,100.46511627907,85.1162790697674,63.7209302325581,0.689,0.705,0.569,0.815,236.653,31775.25,21.67,5129,Norte,,2,,15,33,14,39.6
4321493.0,432149.0,TOROPI,2019,104.834605597964,99.1666666666667,113.333333333333,122.5,120.0,118.333333333333,99.1666666666667,0.683,0.68,0.569,0.822,198.316,32225.47,12.88,2554,Centro-Oeste,,1,,,15,,32.7
4321501.0,432150.0,TORRES,2019,103.225806451613,72.0101781170483,102.798982188295,108.142493638677,105.852417302799,104.325699745547,72.0101781170483,0.762,0.75,0.685,0.862,161.630,43963.72,258.32,41751,Metropolitana,,9,,64,335,169,96.9
4321600.0,432160.0,TRAMANDAÍ,2019,179.411764705882,116.129032258065,119.354838709677,116.129032258065,116.129032258065,119.354838709677,116.129032258065,0.719,0.727,0.606,0.842,142.878,29046.01,380.65,54387,Metropolitana,,6,,147,493,120,99.5
4321626.0,432162.0,TRAVESSEIRO,2019,44.4444444444444,94.1176470588235,123.529411764706,129.411764705882,123.529411764706,111.764705882353,94.1176470588235,0.701,0.735,0.559,0.839,80.681,39999,26.67,2152,Vales,,1,,,8,,41.4
4321634.0,432163.0,TRÊS ARROIOS,2019,125.852782764811,55.5555555555556,59.2592592592593,77.7777777777778,59.2592592592593,59.2592592592593,55.5555555555556,0.791,0.843,0.689,0.851,148.601,51829.66,17.44,2591,Norte,,1,,,,,46.7
4321667.0,432166.0,TRÊS CACHOEIRAS,2019,78.5046728971963,94.6140035906643,106.822262118492,107.360861759425,107.360861759425,99.6409335727109,94.6140035906643,0.718,0.722,0.606,0.847,251.483,34006.87,43.59,10962,Metropolitana,,4,,12,82,41,74.6
4321709.0,432170.0,TRÊS COROAS,2019,58.8235294117647,58.411214953271,68.6915887850467,77.1028037383178,71.4953271028037,66.588785046729,58.411214953271,0.71,0.74,0.584,0.829,168.124,43732.17,147.78,24425,Metropolitana,,4,,64,188,60,87.9
4321808.0,432180.0,TRÊS DE MAIO,2019,130.0,76.4705882352941,76.4705882352941,117.647058823529,100.0,94.1176470588235,76.4705882352941,0.759,0.756,0.694,0.834,421.461,61208.96,59.12,24916,Missioneira,,7,,14,174,110,84.1
4321832.0,432183.0,TRÊS FORQUILHAS,2019,80.0,60.0,90.0,90.0,110.0,70.0,60.0,0.662,0.661,0.539,0.813,217.386,28694.49,12.70,2760,Metropolitana,,1,,5,15,,17.8
4321857.0,432185.0,TRÊS PALMEIRAS,2019,98.972602739726,90.0,102.307692307692,109.230769230769,105.384615384615,108.461538461538,90.0,0.703,0.747,0.56,0.832,180.599,35178.23,26.11,4716,Norte,,3,,9,41,,56.1
4321907.0,432190.0,TRÊS PASSOS,2019,97.4921630094044,83.9041095890411,104.794520547945,102.397260273973,104.794520547945,102.054794520548,83.9041095890411,0.768,0.745,0.71,0.858,268.902,48279.28,94.59,25436,Norte,,9,,30,175,88,82.2
4321956.0,432195.0,TRINDADE DO SUL,2019,103.846153846154,77.115987460815,91.2225705329154,89.6551724137931,93.4169278996865,84.6394984326019,77.115987460815,0.687,0.675,0.61,0.787,268.417,53405.36,28.15,7556,Norte,,4,,12,53,22,63.1
4322004.0,432200.0,TRIUNFO,2019,73.2394366197183,103.846153846154,161.538461538462,184.615384615385,173.076923076923,150.0,103.846153846154,0.733,0.717,0.629,0.873,817.807,275341.31,33.63,27498,Metropolitana,,8,,55,223,61,64.6
4322103.0,432210.0,TUCUNDUVA,2019,88.8888888888889,63.3802816901408,70.4225352112676,78.8732394366197,66.1971830985916,76.056338028169,63.3802816901408,0.747,0.748,0.682,0.816,181.198,41711.02,30.59,5542,Missioneira,,2,,1,26,17,74.3
4322152.0,432215.0,TUNAS,2019,98.8095238095238,68.3006535947712,88.2352941176471,94.4444444444444,89.2156862745098,82.6797385620915,68.3006535947712,0.657,0.659,0.541,0.794,217.302,25604.56,16.94,3681,Norte,,2,,7,30,,35.4
4322186.0,432218.0,TUPANCI DO SUL,2019,96.7647058823529,94.0476190476191,100.0,102.380952380952,102.380952380952,95.2380952380952,94.0476190476191,0.694,0.688,0.595,0.818,135.664,58077.29,10.16,1374,Norte,,1,,,6,,40.2
4322202.0,432220.0,TUPANCIRETÃ,2019,66.0377358490566,69.1176470588235,95.8823529411765,101.176470588235,102.647058823529,95.0,69.1176470588235,0.709,0.721,0.596,0.828,2253.234,63746.76,8.88,20005,Centro-Oeste,,4,,45,145,54,83.8
4322251.0,432225.0,TUPANDI,2019,86.2745098039216,77.3584905660377,69.811320754717,67.9245283018868,67.9245283018868,71.6981132075472,77.3584905660377,0.718,0.742,0.597,0.836,59.406,120151.94,84.60,5029,Metropolitana,,1,,11,45,,73.0
4322301.0,432230.0,TUPARENDI,2019,93.3333333333333,56.8627450980392,66.6666666666667,64.7058823529412,66.6666666666667,64.7058823529412,56.8627450980392,0.728,0.734,0.632,0.832,307.710,44841.03,27.18,8363,Missioneira,,3,,2,39,30,68.9
4322327.0,432232.0,TURUÇU,2019,94.6502057613169,126.666666666667,100.0,106.666666666667,106.666666666667,126.666666666667,126.666666666667,0.629,0.685,0.446,0.814,253.635,47185.14,13.48,3419,Sul,,2,,10,18,,46.7
4322343.0,432234.0,UBIRETAMA,2019,135.714285714286,91.7695473251029,88.477366255144,99.5884773662551,95.0617283950617,93.8271604938272,91.7695473251029,0.7,0.691,0.613,0.809,125.876,36873.63,15.84,1994,Missioneira,,1,,,13,,26.8
4322350.0,432235.0,UNIÃO DA SERRA,2019,81.0810810810811,126.785714285714,133.928571428571,142.857142857143,135.714285714286,121.428571428571,126.785714285714,0.733,0.786,0.587,0.852,131.154,54968.08,8.92,1170,Serra,,1,,,4,,26.8
4322376.0,432237.0,UNISTALDA,2019,10.5263157894737,100.0,93.2432432432432,101.351351351351,97.2972972972973,101.351351351351,100.0,0.649,0.626,0.542,0.804,602.260,35608.02,3.31,1995,Centro-Oeste,,1,,,18,,43.9
4322400.0,432240.0,URUGUAIANA,2019,100.0,71.0526315789474,78.9473684210526,76.3157894736842,73.6842105263158,71.0526315789474,71.0526315789474,0.744,0.722,0.661,0.863,5702.098,33406.32,20.56,117210,Centro-Oeste,,21,,216,1123,384,94.9
4322509.0,432250.0,VACARIA,2019,150.0,76.9230769230769,69.2307692307692,69.2307692307692,61.5384615384615,76.9230769230769,76.9230769230769,0.721,0.74,0.605,0.838,2124.492,57655.85,30.22,64197,Serra,,13,,177,590,173,92.9
4322525.0,432252.0,VALE VERDE,2019,93.1034482758621,150.0,200.0,175.0,200.0,225.0,150.0,0.646,0.666,0.497,0.816,329.727,49796.88,9.55,3150,Vales,,1,,3,18,,30.8
4322533.0,432253.0,VALE DO SOL,2019,92.9765886287625,100.0,117.241379310345,127.586206896552,113.793103448276,103.448275862069,100.0,0.624,0.681,0.439,0.813,329.389,38425.44,30.15,9897,Vales,,5,,27,,6,14.1
4322541.0,432254.0,VALE REAL,2019,90.4040404040404,65.0501672240803,89.7435897435897,93.3667781493868,91.3600891861761,88.1270903010033,65.0501672240803,0.737,0.739,0.636,0.85,45.085,49206.2,134.37,6058,Serra,,3,,10,42,,90.3
4322558.0,432255.0,VANINI,2019,59.4594594594595,76.4646464646465,87.0707070707071,99.3939393939394,87.7777777777778,87.4747474747475,76.4646464646465,0.757,0.736,0.704,0.836,64.905,40780.39,30.88,2004,Norte,,2,,,5,,65.5
4322608.0,432260.0,VENÂNCIO AIRES,2019,105.194805194805,56.7567567567568,59.4594594594595,64.8648648648649,64.8648648648649,62.1621621621622,56.7567567567568,0.712,0.736,0.6,0.818,772.701,68105.43,89.00,68763,Vales,,12,,129,488,191,67.5
4322707.0,432270.0,VERA CRUZ,2019,107.017543859649,106.493506493506,124.675324675325,129.87012987013,123.376623376623,131.168831168831,106.493506493506,0.737,0.738,0.643,0.842,309.994,42177.75,86.27,26710,Vales,,7,,32,171,68,59.4
4322806.0,432280.0,VERANÓPOLIS,2019,90.0,100.0,121.052631578947,117.543859649123,122.80701754386,108.771929824561,100.0,0.773,0.797,0.692,0.838,289.397,99721.8,83.00,24021,Serra,,4,,32,128,109,86.6
4322855.0,432285.0,VESPASIANO CORREA,2019,95.3367875647668,75.0,85.0,80.0,85.0,75.0,75.0,0.723,0.758,0.584,0.855,113.622,57397.31,16.00,1818,Vales,,1,,,5,,28.7
4322905.0,432290.0,VIADUTOS,2019,98.0988593155894,78.1088082901554,102.979274611399,103.756476683938,95.8549222797927,98.9637305699482,78.1088082901554,0.702,0.715,0.561,0.864,266.670,40122.4,17.79,4769,Norte,,2,,7,31,7,60.6
4323002.0,432300.0,VIAMÃO,2019,112.244897959184,84.0304182509506,99.6197718631179,102.661596958175,100.0,99.2395437262357,84.0304182509506,0.717,0.72,0.591,0.866,1496.019,24741.59,149.76,224112,Metropolitana,,38,,484,1884,366,95.5
4323101.0,432310.0,VICENTE DUTRA,2019,39.1304347826087,100.408163265306,119.591836734694,115.510204081633,117.959183673469,114.69387755102,100.408163265306,0.638,0.656,0.489,0.809,193.023,31696.42,24.17,4665,Norte,,2,,23,34,9,51.4
4323200.0,432320.0,VICTOR GRAEFF,2019,121.428571428571,39.1304347826087,39.1304347826087,39.1304347826087,43.4782608695652,39.1304347826087,39.1304347826087,0.777,0.774,0.722,0.84,238.133,84803.43,11.67,2780,Norte,,1,,,11,12,56.9
4323309.0,432330.0,VILA FLORES,2019,61.6193815747529,85.7142857142857,116.666666666667,109.52380952381,116.666666666667,104.761904761905,85.7142857142857,0.742,0.725,0.65,0.867,107.703,103321.16,33.85,3646,Serra,,2,,4,23,5,64.0
4323358.0,432335.0,VILA LÂNGARO,2019,89.2307692307692,55.1163532036978,65.1577940707682,68.3774306662416,71.1189034109021,63.8189352884922,55.1163532036978,0.705,0.759,0.551,0.839,151.673,74685.33,13.71,2079,Norte,,2,,,,,30.4
4323408.0,432340.0,VILA MARIA,2019,112.0,70.7692307692308,101.538461538462,110.769230769231,109.230769230769,104.615384615385,70.7692307692308,0.761,0.791,0.664,0.839,181.061,89190.93,24.37,4413,Norte,,1,,1,19,,63.3
4323457.0,432345.0,VILA NOVA DO SUL,2019,64.5833333333333,120.0,112.0,128.0,128.0,124.0,120.0,0.662,0.645,0.544,0.827,508.278,56302.82,7.60,3863,Centro-Oeste,,2,,5,22,4,60.3
4323507.0,432350.0,VISTA ALEGRE,2019,116.666666666667,50.0,52.0833333333333,62.5,52.0833333333333,66.6666666666667,50.0,0.739,0.76,0.631,0.842,77.656,51573.3,34.27,2660,Norte,,2,,2,26,10,49.5
4323606.0,432360.0,VISTA ALEGRE DO PRATA,2019,121.052631578947,88.8888888888889,77.7777777777778,94.4444444444444,88.8888888888889,88.8888888888889,88.8888888888889,0.78,0.809,0.692,0.847,119.327,48029.48,13.32,1590,Serra,,1,,,,,34.2
4323705.0,432370.0,VISTA GAÚCHA,2019,50.0,76.3157894736842,84.2105263157895,97.3684210526316,89.4736842105263,89.4736842105263,76.3157894736842,0.757,0.774,0.669,0.839,90.022,33868.38,30.91,2783,Norte,,1,,4,13,,41.5
4323754.0,432375.0,VITÓRIA DAS MISSÕES,2019,82.1428571428571,82.1428571428571,75.0,85.7142857142857,75.0,100.0,82.1428571428571,0.655,0.659,0.526,0.809,258.454,27372.91,12.62,3260,Missioneira,,1,,,24,5,32.0
4323770.0,432377.0,WESTFALIA,2019,280.0,85.7142857142857,71.4285714285714,75.0,75.0,82.1428571428571,85.7142857142857,0.752,0.796,0.63,0.849,66.875,75751.52,48.66,3098,Vales,,1,,,,,55.0
4323804.0,432380.0,XANGRI-LÁ,2019,100.0,200.0,220.0,220.0,240.0,200.0,200.0,0.735,0.74,0.63,0.852,60.756,55561.2,270.97,16463,Metropolitana,,4,,28,161,57,99.8
4300034.0,430003.0,ACEGUÁ,2020,102.325581395349,107.692307692308,105.594405594406,105.361305361305,107.459207459207,106.526806526807,107.692307692308,0.687,0.703,0.541,0.852,1551.339,91688.37,2.69,4170,Sul,PSDB,5,,,,,36.7
4300059.0,430005.0,ÁGUA SANTA,2020,78.4615384615385,130.232558139535,125.581395348837,125.581395348837,125.581395348837,123.255813953488,130.232558139535,0.75,0.84,0.59,0.85,291.526,107039.28,13.42,3912,Norte,MDB,2,,,15,6,43.5
4300109.0,430010.0,AGUDO,2020,275.0,107.692307692308,93.8461538461538,98.974358974359,105.641025641026,91.2820512820513,107.692307692308,0.694,0.752,0.524,0.847,534.624,48634.87,30.00,16041,Centro-Oeste,PL,3,,38,109,29,51.1
4300208.0,430020.0,AJURICABA,2020,42.2222222222222,144.230769230769,148.076923076923,142.307692307692,150.0,140.384615384615,144.230769230769,0.753,0.763,0.658,0.85,322.674,57072.14,20.83,6720,Missioneira,MDB,7,,,32,21,64.2
4300307.0,430030.0,ALECRIM,2020,46.6666666666667,91.1111111111111,62.2222222222222,86.6666666666667,73.3333333333333,84.4444444444444,91.1111111111111,0.672,0.683,0.522,0.852,316.394,25105.18,19.35,6123,Missioneira,PDT,6,,5,32,12,41.2
4300406.0,430040.0,ALEGRETE,2020,51.6666666666667,122.0,111.333333333333,117.333333333333,114.666666666667,120.666666666667,122.0,0.74,0.72,0.664,0.849,7800.552,42840.36,9.28,72409,Centro-Oeste,MDB,29,,78,499,209,90.6
4300455.0,430045.0,ALEGRIA,2020,86.4406779661017,111.666666666667,116.666666666667,115.0,118.333333333333,106.666666666667,111.666666666667,0.695,0.717,0.572,0.818,172.794,37277.28,21.13,3651,Missioneira,MDB,2,,,23,4,46.6
4300471.0,430047.0,ALMIRANTE TAMANDARÉ DO SUL,2020,78.9414414414414,88.135593220339,77.9661016949153,74.5762711864407,79.6610169491525,81.3559322033898,88.135593220339,0.74,0.732,0.669,0.828,265.042,113340.27,7.43,1969,Norte,PP,1,,,,,51.7
4300505.0,430050.0,ALPESTRE,2020,76.3157894736842,86.1486486486486,80.6306306306306,82.2072072072072,82.9954954954955,80.6306306306306,86.1486486486486,0.671,0.7,0.543,0.795,325.979,42555.77,21.83,7117,Norte,PDT,8,,17,44,14,36.2
4300554.0,430055.0,ALTO ALEGRE,2020,36.0,100.0,94.7368421052632,118.421052631579,92.1052631578947,97.3684210526316,100.0,0.747,0.756,0.642,0.859,115.335,40245.45,15.61,1800,Norte,PP,3,,,14,,48.7
4300570.0,430057.0,ALTO FELIZ,2020,122.857142857143,56.0,40.0,40.0,36.0,52.0,56.0,0.734,0.74,0.603,0.886,78.170,66136.53,39.30,3072,Serra,PSB,2,,6,27,,36.1
4300604.0,430060.0,ALVORADA,2020,115.384615384615,108.571428571429,121.428571428571,112.857142857143,114.285714285714,110.0,108.571428571429,0.699,0.694,0.564,0.874,71.702,22048.07,2612.48,187315,Metropolitana,MDB,49,3,457,1785,334,100.0
4300638.0,430063.0,AMARAL FERRADOR,2020,142.307692307692,192.307692307692,238.461538461538,207.692307692308,200.0,192.307692307692,192.307692307692,0.624,0.664,0.457,0.802,506.109,32778.62,10.49,5310,Sul,PDT,4,,12,29,,32.3
4300646.0,430064.0,AMETISTA DO SUL,2020,66.5032178976402,88.4615384615385,111.538461538462,103.846153846154,119.230769230769,92.3076923076923,88.4615384615385,0.682,0.697,0.562,0.809,93.605,26598.47,81.64,7650,Norte,PP,5,,10,57,33,62.9
4300661.0,430066.0,ANDRÉ DA ROCHA,2020,89.5833333333333,64.0208397180509,69.2614158749617,72.4486668709776,75.4213913576463,69.2920625191542,64.0208397180509,0.72,0.738,0.605,0.837,331.208,98690.21,3.43,1135,Norte,PTB,1,,,,,50.3
4300703.0,430070.0,ANTA GORDA,2020,128.571428571429,131.25,110.416666666667,133.333333333333,131.25,125.0,131.25,0.74,0.742,0.63,0.868,242.100,55943.84,24.61,5957,Vales,PSL,3,,4,33,,49.0
4300802.0,430080.0,ANTÔNIO PRADO,2020,100.0,131.168831168831,111.688311688312,127.272727272727,116.883116883117,115.584415584416,131.168831168831,0.758,0.777,0.671,0.835,347.541,71018.99,37.54,13045,Serra,PP,5,,24,97,38,73.4
4300851.0,430085.0,ARAMBARÉ,2020,116.071428571429,116.666666666667,66.6666666666667,100.0,66.6666666666667,116.666666666667,116.666666666667,0.691,0.694,0.57,0.833,518.193,56804.85,7.94,4112,Metropolitana,PL,6,,10,18,,79.5
4300877.0,430087.0,ARARICÁ,2020,80.0,135.714285714286,126.785714285714,112.5,125.0,125.0,135.714285714286,0.679,0.696,0.547,0.824,35.195,37883.33,240.88,8525,Metropolitana,PSL,2,,8,59,,80.4
4300901.0,430090.0,ARATIBA,2020,121.951219512195,85.6,86.4,90.4,88.0,87.2,85.6,0.772,0.801,0.67,0.856,342.279,182819.23,18.94,6483,Norte,PSD,4,,6,27,15,59.6
4301008.0,430100.0,ARROIO DO MEIO,2020,121.590909090909,100.0,109.756097560976,95.1219512195122,112.19512195122,92.6829268292683,100.0,0.769,0.75,0.706,0.86,157.088,88493.4,139.78,21958,Vales,PP,6,,30,180,87,82.5
